incident_summary,dupe_count,incident_number,state,district,block,village_name,other_areas,constituency,longitude,latitude,year,date,perpetrator,first_action,second_action,third_action,action_successful,first_target,second_target,first_civilian_target,second_civilian_target,total_fatalities,govt_official_fatalities,civilian_fatalities,security_fatalities,maoist_fatalities,other_armed_grp_fatalities,total_injuries,govt_official_injuries,civilian_injuries,security_injuries,maoist_injuries,non_maoist_armed_group_injuries,property_damage,value_property_damage,total_abducted,total_arrests,commander_arrests,cadre_arrests,sympathizer_arrests,unknown_arrests,total_surrenders,commander_surrenders,cadre_surrenders,sympathizer_surrenders,unknown_surrenders
"The SF personnel killed two CPI-Maoist cadres and arrested four woman Maoists during a joint operation of District Police and 39 Battalion of CRPF in Narayanpur District of Chhattisgarh. SFs recovered the bodies of the two slain Maoists, 'Bharmar' guns, ammunition and Maoist literature from the site. No casualty or injury was reported among the SF personnel.",2,308241201,Chhattisgarh,Narayanpur,NA,NA,NA,NA,NA,NA,2012,2012-08-24T00:00:00Z,Security,Armed Assault,Arrest,None,Yes,Maoist,No Target,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,No,NA,0,4,0,4,0,0,0,0,0,0,0
"The SF personnel killed two CPI-Maoist cadres and arrested four woman Maoists during a joint operation of District Police and 39 Battalion of CRPF in Narayanpur District of Chhattisgarh. SFs recovered the bodies of the two slain Maoists, 'Bharmar' guns, ammunition and Maoist literature from the site. No casualty or injury was reported among the SF personnel.",2,308241202,Chhattisgarh,Narayanpur,NA,NA,NA,NA,NA,NA,2012,2012-08-24T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"The SFs arrested five LWEs and recovered a cache of arms and ammunition in separate operations from across Gumla District. ""We have arrested Durjan Singh, who is an agent of the banned outfit PLFI and was dreaded in several areas. In another incident, we have also taken into custody two criminals who had come here to kill a witness. We have also seized arms from them. We arrested them after they fired at us following a chase,"" Gumla SP Jatin Narwal said.",2,802111201,Jharkhand,Gumla,NA,NA,NA,NA,NA,NA,2012,2012-02-11T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,5,0,5,0,0,0,0,0,0,0
"The SFs arrested five LWEs and recovered a cache of arms and ammunition in separate operations from across Gumla District. ""We have arrested Durjan Singh, who is an agent of the banned outfit PLFI and was dreaded in several areas. In another incident, we have also taken into custody two criminals who had come here to kill a witness. We have also seized arms from them. We arrested them after they fired at us following a chase,"" Gumla SP Jatin Narwal said.",2,802111202,Jharkhand,Gumla,NA,NA,NA,NA,NA,NA,2012,2012-02-11T00:00:00Z,Security,Armed Assault,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
The SFs arrested two CPI-Maoist cadres from separate places during anti-Maoist operations in Latehar and Bokaro Districts.,2,801161201,Jharkhand,Latehar,NA,NA,NA,NA,NA,NA,2012,2012-01-16T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
The SFs arrested two CPI-Maoist cadres from separate places during anti-Maoist operations in Latehar and Bokaro Districts.,2,801161202,Jharkhand,Bokaro,NA,NA,NA,NA,NA,NA,2012,2012-01-16T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
The SFs in an operation codenamed Operation Up Hills neutralised a CPI-Maoist camp and seized two improvised explosive devices and two country-made rifles in Lohardaga and Gumla Districts.,2,809221101,Jharkhand,Lohardaga,NA,NA,NA,NA,NA,NA,2011,2011-09-22T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
The SFs in an operation codenamed Operation Up Hills neutralised a CPI-Maoist camp and seized two improvised explosive devices and two country-made rifles in Lohardaga and Gumla Districts.,2,809221102,Jharkhand,Gumla,NA,NA,NA,NA,NA,NA,2011,2011-09-22T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"The SFs neutralised a bunker and recovered a cache explosives and other materials from a CPI-Maoist hide-out after an encounter in Sugarmanwa forest in Rohtas District. Acting on information, SFs launched a combing operation against a group of armed Maoists hiding in Sugarmanwa forest where a brief encounter took place, the SP Manu Maharaj said. After forcing the Maoists to retreat, the SFs neutralised a bunker and recovered a cache of cane bombs, detonators, Maoists literature and Police dresses from the forest.",2,201251201,Bihar,Rohtas,NA,NA,Sugarmanwa forest,NA,NA,NA,2012,2012-01-25T00:00:00Z,Security,Armed Assault,Facility/Infrastructure Attack,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"The SFs neutralised a bunker and recovered a cache explosives and other materials from a CPI-Maoist hide-out after an encounter in Sugarmanwa forest in Rohtas District. Acting on information, SFs launched a combing operation against a group of armed Maoists hiding in Sugarmanwa forest where a brief encounter took place, the SP Manu Maharaj said. After forcing the Maoists to retreat, the SFs neutralised a bunker and recovered a cache of cane bombs, detonators, Maoists literature and Police dresses from the forest.",2,201251202,Bihar,Rohtas,NA,NA,Sugarmanwa forest,NA,NA,NA,2012,2012-01-25T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"The Security Forces arrested four cadres of the CPI-Maoist, identified as Chinna Navdi (45), Baju Navdi (45), Somji Kudyeti (35) and Manohar Lekami (25), after brief exchange of fire in Borkuta forest in Etapalli division of Gadchiroli District. The arrested Maoists are residents of Gilanguda village in Etapalli tehsil. Four manually loading rifles were seized from them. Half a dozen used cartridges were also recovered from the spot.",2,1207211001,Maharashtra,Gadchiroli,Etapalli,NA,Borkuta forest,Aheri,19.5988,80.2269,2010,2010-07-21T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"The Security Forces arrested four cadres of the CPI-Maoist, identified as Chinna Navdi (45), Baju Navdi (45), Somji Kudyeti (35) and Manohar Lekami (25), after brief exchange of fire in Borkuta forest in Etapalli division of Gadchiroli District. The arrested Maoists are residents of Gilanguda village in Etapalli tehsil. Four manually loading rifles were seized from them. Half a dozen used cartridges were also recovered from the spot.",2,1207211002,Maharashtra,Gadchiroli,Etapalli,NA,Borkuta forest,Aheri,19.5988,80.2269,2010,2010-07-21T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,4,0,4,0,0,0,0,0,0,0
"The Visakha Rural Police arrested three CPI-Maoist cadres, including a woman, at D Chintala Veedhi and Kamayyapeta in Hukumpeta mandal of Visakha Agency (Visakhapatnam District) and seized a country-made pistol, even as two others, Killo Narasinga Rao and Killy Sanyasayya alias Sagar of Chadurumamidi village surrendered before them.",2,105281402,Andhra Pradesh,Visakhapatnam,Hukumpeta/Paderu,D Chintala Veedhi and Kamayyapeta,NA,Araku Valley,18.208027777777776,82.69105555555556,2014,2014-05-28T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,3,0,3,0,0,0,0,0,0,0
"The Visakha Rural Police arrested three CPI-Maoist cadres, including a woman, at D Chintala Veedhi and Kamayyapeta in Hukumpeta mandal of Visakha Agency (Visakhapatnam District) and seized a country-made pistol, even as two others, Killo Narasinga Rao and Killy Sanyasayya alias Sagar of Chadurumamidi village surrendered before them.",2,105281403,Andhra Pradesh,Visakhapatnam,Hukumpeta/Paderu,D Chintala Veedhi and Kamayyapeta,NA,Araku Valley,18.208027777777776,82.69105555555556,2014,2014-05-28T00:00:00Z,Maoist,Surrender,None,None,Yes,No Target,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,2,0,2,0,0
"The beheaded body of a villager, identified as Mohammad Jabbar (45), who was abducted by the CPI-Maoist cadres a week ago, was recovered from Garhi More in Jamui District. On January 30, the villager had been abducted and two others killed by armed Maoists at Milantaand village in the District.",2,201301202,Bihar,Jamui,Chakai,Garhi More,NA,Chakai,24.552111111111113,86.3961388888889,2012,2012-02-05T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Civilians,No Target,Other Civilian,NA,1,0,1,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"The beheaded body of a villager, identified as Mohammad Jabbar (45), who was abducted by the CPI-Maoist cadres a week ago, was recovered from Garhi More in Jamui District. On January 30, the villager had been abducted and two others killed by armed Maoists at Milantaand village in the District.",2,201301201,Bihar,Jamui,NA,Milantaand,NA,NA,23.988893,86.082862,2012,2012-01-30T00:00:00Z,Maoist,Hijacking/Kidnapping,Armed Assault,None,Yes,Civilians,No Target,Other Civilian,NA,2,0,2,0,0,0,0,0,0,0,0,0,No,NA,1,0,0,0,0,0,0,0,0,0,0
"The cadres of the CPI-Maoist set ablaze two mobile phone towers at Karhbinda village under Ramgarh Police Station limits in Dumka District of Jharkhand, to protest against the arrest of top Maoist leader Pravil Da from Harwadangal village in Ramgarh Block in Dumka District on September 27. The rebels also raised anti-Police slogans and announced a daylong bandh in Santhal Pargana on October 11. The Maoists had organized a meeting in the village and around 11am, led a mob of 150 villagers to the site where the towers were located 200m apart, Police said. The rebels also blocked the Dumka-Ramgarh road for hours.",2,810101401,Jharkhand,Dumka,Ramgarh,Karhbinda,Ramgarh Police Station,Jama,22.46697222222222,86.57647222222222,2014,2014-10-10T00:00:00Z,Maoist,Facility/Infrastructure Attack,None,None,Yes,Private Property,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Set ablaze two mobile phone towers,0,0,0,0,0,0,0,0,0,0,0
"The cadres of the CPI-Maoist set ablaze two mobile phone towers at Karhbinda village under Ramgarh Police Station limits in Dumka District of Jharkhand, to protest against the arrest of top Maoist leader Pravil Da from Harwadangal village in Ramgarh Block in Dumka District on September 27. The rebels also raised anti-Police slogans and announced a daylong bandh in Santhal Pargana on October 11. The Maoists had organized a meeting in the village and around 11am, led a mob of 150 villagers to the site where the towers were located 200m apart, Police said. The rebels also blocked the Dumka-Ramgarh road for hours.",2,1410111401,Odisha,Sundargarh,NA,Karhbinda,NA,NA,NA,NA,2014,2014-10-11T00:00:00Z,Maoist,Surrender,None,None,Yes,No Target,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,4,0,4,0,0
"The dead body of a Salwa Judum activist, Poyami Raju, was found in the Bijapur District. Raju was abducted earlier by the CPI-Maoist cadres on July 4 from the Bade Kumali village.",2,307040704,Chhattisgarh,Bijapur,NA,Bade Kumali,NA,Bijapur,18.7977,80.8129,2007,2007-07-05T00:00:00Z,Maoist,Hijacking/Kidnapping,NA,None,Yes,Non-Maoist Armed Group,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,1,0,0,0,0,0,0,0,0,0,0
"The dead body of a Salwa Judum activist, Poyami Raju, was found in the Bijapur District. Raju was abducted earlier by the CPI-Maoist cadres on July 4 from the Bade Kumali village.",2,307050701,Chhattisgarh,Bijapur,NA,Bade Kumali,NA,Bijapur,18.7977,80.8129,2007,2007-07-05T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Non-Maoist Armed Group,No Target,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"The dead body of a timber trader, identified as Chappu Sao, was recovered from a forest in the Khunti District. He was abducted by cadres of the Jharkhand Liberation Front (JLT), a splinter group of the CPI-Maoist, from Murhu village on December 6-night. Police officials said that the JLT cadres who had demanded INR 1000000 from the timber trader were responsible for the killing.",2,812060701,Jharkhand,Khunti,Murhu,Murhu,NA,Khunti,22.964,85.28463888888889,2007,2007-12-07T00:00:00Z,Maoist,Hijacking/Kidnapping,None,None,Yes,Civilians,No Target,NA,Businessman,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,1,0,0,0,0,0,0,0,0,0,0
"The dead body of a timber trader, identified as Chappu Sao, was recovered from a forest in the Khunti District. He was abducted by cadres of the Jharkhand Liberation Front (JLT), a splinter group of the CPI-Maoist, from Murhu village on December 6-night. Police officials said that the JLT cadres who had demanded INR 1000000 from the timber trader were responsible for the killing.",2,812070701,Jharkhand,Khunti,NA,NA,NA,NA,NA,NA,2007,2007-12-07T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Civilians,No Target,NA,Businessman,1,0,1,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"The decomposed body of a 'sub-zonal commander' of the PLFI, a splinter group of the CPI-Maoist, who was killed by a young member of the rebel outfit on the night of January 16, was recovered from Sauka forest in Itki, around 25km from Ranchi District headquarters of Jharkhand. Bikas Oraon (18) had crushed Samdhad aka Maulvi, to death with a stone in his sleep because the PLFI leader was not willing to let him go so that he could appear for his matriculation examination. Police came to know this after arresting Bikas, a resident of Gadri village in Bero who joined the PLFI some three months ago. They found four fire weapons and 68 live cartridges from his possession.",2,801161501,Jharkhand,Ranchi,Bero,NA,Sauka forest in Itki,Mandar,23.348583333333334,85.1215,2015,2015-01-16T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Maoist,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"The decomposed body of a 'sub-zonal commander' of the PLFI, a splinter group of the CPI-Maoist, who was killed by a young member of the rebel outfit on the night of January 16, was recovered from Sauka forest in Itki, around 25km from Ranchi District headquarters of Jharkhand. Bikas Oraon (18) had crushed Samdhad aka Maulvi, to death with a stone in his sleep because the PLFI leader was not willing to let him go so that he could appear for his matriculation examination. Police came to know this after arresting Bikas, a resident of Gadri village in Bero who joined the PLFI some three months ago. They found four fire weapons and 68 live cartridges from his possession.",2,801311501,Jharkhand,Ranchi,Bero,NA,Sauka forest in Itki,Mandar,23.348583333333334,85.1215,2015,2015-01-31T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"The decomposed body of a brick kiln owner, Santosh Sao (32), who was allegedly abducted by PLFI on November 25, 2013, was recovered at Topa Pahar in Palamu District of Jharkhand.",2,801211401,Jharkhand,Palamu,NA,NA,Topa Pahar,NA,NA,NA,2014,2014-01-21T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Civilians,No Target,Businessman,NA,1,0,1,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"The decomposed body of a brick kiln owner, Santosh Sao (32), who was allegedly abducted by PLFI on November 25, 2013, was recovered at Topa Pahar in Palamu District of Jharkhand.",2,811251301,Jharkhand,Palamu,NA,NA,Topa Pahar,NA,23.72958,85.472617,2013,2013-11-25T00:00:00Z,Maoist,Hijacking/Kidnapping,None,None,Yes,Civilians,No Target,Businessman,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,1,0,0,0,0,0,0,0,0,0,0
The officer in charge of Charhi Police station and a CRPF trooper were killed and three security force personnel were injured during an encounter with the CPI-Maoist cadres in the Dahudaag forest area of Charhi of Hazaribag District. A mortar fired by the SFs hit a house in a nearby village injuring a seven-year-old girl and four other villagers.,2,805110801,Jharkhand,Hazaribagh,Churchu,NA,"Dahudaag, Charhi",Mandu,23.852666666666668,85.44455555555555,2008,2008-05-11T00:00:00Z,Unknown,Armed Assault,None,None,Yes,No Target,No Target,NA,NA,2,0,0,2,0,0,3,0,0,3,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
The officer in charge of Charhi Police station and a CRPF trooper were killed and three security force personnel were injured during an encounter with the CPI-Maoist cadres in the Dahudaag forest area of Charhi of Hazaribag District. A mortar fired by the SFs hit a house in a nearby village injuring a seven-year-old girl and four other villagers.,2,805110802,Jharkhand,Hazaribagh,NA,NA,NA,NA,NA,NA,2008,2008-05-11T00:00:00Z,Security,Bombing,None,None,No,Maoist,No Target,NA,NA,0,0,0,0,0,0,5,0,5,0,0,0,Yes,house hit by mortar,0,0,0,0,0,0,0,0,0,0,0
"The railway Police recovered six large packets containing detonating fuses wires from the Lokmanya Tilak Express stationed at platform number 4 at Patna junction after arriving from Mumbai. The Railway Superintendent of Police (SP) Ajitabh Kumar informed that the fuse wires were recovered during a security check on trains prompted by the recovery of large cache of explosives in Kumhrar and the arrests of two CPI-Maoist cadres recently. The packets recovered from the train bears the same logo that was found on the packages found in Kumhrar, the SP added. However, no one has been arrested in the case.",2,211240701,Bihar,Patna,NA,NA,NA,NA,NA,NA,2007,2007-11-24T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"The railway Police recovered six large packets containing detonating fuses wires from the Lokmanya Tilak Express stationed at platform number 4 at Patna junction after arriving from Mumbai. The Railway Superintendent of Police (SP) Ajitabh Kumar informed that the fuse wires were recovered during a security check on trains prompted by the recovery of large cache of explosives in Kumhrar and the arrests of two CPI-Maoist cadres recently. The packets recovered from the train bears the same logo that was found on the packages found in Kumhrar, the SP added. However, no one has been arrested in the case.",2,212020701,Bihar,Gopalganj,Baikunthpur,Rajapatti,NA,Baikunthpur,26.2127,84.8001,2007,2007-12-02T00:00:00Z,Maoist,Facility/Infrastructure Attack,Bombing,None,Yes,Government Infrastructure,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,Yes,railway track blown up,0,0,0,0,0,0,0,0,0,0,0
The seizure of 74 quintals of ammonium nitrate on June 9 from a truck in Jamui District led the Police to believe the consignment was on its way to the CPI-Maoist operating in the region.,2,206091301,Bihar,Jamui,NA,NA,NA,NA,NA,NA,2013,2013-06-09T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
The seizure of 74 quintals of ammonium nitrate on June 9 from a truck in Jamui District led the Police to believe the consignment was on its way to the CPI-Maoist operating in the region.,2,806101301,Jharkhand,Jamui,NA,NA,NA,NA,NA,NA,2013,2013-06-10T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"The ‘area commander’ Soma Munda, and her associate of the JLT, were shot dead by Police in an encounter that took place inside Tengria forest area in Khunti District. One Police person also sustained bullet injuries in the encounter. While other cadres of the JLT managed to escape, Police recovered arms and ammunition besides a TVS-motorcycle from the incident site.",2,810240701,Jharkhand,Khunti,NA,NA,Tengria forest,NA,NA,NA,2007,2007-10-24T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,2,0,0,0,2,0,1,0,0,1,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"The ‘area commander’ Soma Munda, and her associate of the JLT, were shot dead by Police in an encounter that took place inside Tengria forest area in Khunti District. One Police person also sustained bullet injuries in the encounter. While other cadres of the JLT managed to escape, Police recovered arms and ammunition besides a TVS-motorcycle from the incident site.",2,810240702,Jharkhand,Khunti,NA,NA,Tengria forest,NA,NA,NA,2007,2007-10-24T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Thirty minutes after UMHA Rajnath Singh left a CRPF camp in West Singhbhum District, cadres of the PLFI, a splinter group of the CPI-Maoist, opened fire on SFs at Bandgaon in West Singhbhum District of Jharkhand. The CRPF troopers, deployed in the District retaliated with heavy firing forcing the PLFI cadres to retreat. The forces seized a rifle, bullets, a mobile phone and other articles.",2,809231401,Jharkhand,West Singhbhum,Bandgaon,Bandgaon,NA,Chakradharpur,22.865222222222222,85.32694444444444,2014,2014-09-23T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Security,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Thirty minutes after UMHA Rajnath Singh left a CRPF camp in West Singhbhum District, cadres of the PLFI, a splinter group of the CPI-Maoist, opened fire on SFs at Bandgaon in West Singhbhum District of Jharkhand. The CRPF troopers, deployed in the District retaliated with heavy firing forcing the PLFI cadres to retreat. The forces seized a rifle, bullets, a mobile phone and other articles.",2,809231402,Jharkhand,West Singhbhum,Bandgaon,Bandgaon,NA,Chakradharpur,22.865222222222222,85.32694444444444,2014,2014-09-23T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Three CPI-Maoist cadres, including a woman, were killed during a gunfight with the Police in the Bijapur District. The incident took place near the forests of Bhairamgarh, about 480-km south of Raipur. ""A team of District Force backed by Special Police Officers fought a gun battle with armed rebels and the 45-minute fight ended with three ultras, including a female commander, being killed,"" Girdhari Nayak, Inspector General of Police. Nayak also said that two Maoists surrendered before the Police with 12 bore guns and a claymore mine in the Surguja District on the same day.",2,306070801,Chhattisgarh,Bijapur,NA,NA,Bhairamgarh,Bijapur,19.010023117,81.061668396,2008,2008-06-07T00:00:00Z,Unknown,Armed Assault,None,None,Yes,No Target,No Target,NA,NA,3,0,0,0,3,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Three CPI-Maoist cadres, including a woman, were killed during a gunfight with the Police in the Bijapur District. The incident took place near the forests of Bhairamgarh, about 480-km south of Raipur. ""A team of District Force backed by Special Police Officers fought a gun battle with armed rebels and the 45-minute fight ended with three ultras, including a female commander, being killed,"" Girdhari Nayak, Inspector General of Police. Nayak also said that two Maoists surrendered before the Police with 12 bore guns and a claymore mine in the Surguja District on the same day.",2,306070802,Chhattisgarh,Surguja,NA,NA,NA,NA,NA,NA,2008,2008-06-07T00:00:00Z,Maoist,Surrender,None,None,Yes,Security,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,2,0,2,0,0
"Three CRPF personnel were killed when a group of 250 cadres of the CPI-Maoist attacked the CRPF camp at Bhejji village in Dantewada District. ADGP Ram Niwas claimed 10 Maoists were killed in the encounter, but their bodies were taken away by the Maoists.",2,306111101,Chhattisgarh,Dantewada,NA,Bhejji,NA,Konta,18.0402,81.3022,2011,2011-06-11T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Security,No Target,NA,NA,3,0,0,3,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Three CRPF personnel were killed when a group of 250 cadres of the CPI-Maoist attacked the CRPF camp at Bhejji village in Dantewada District. ADGP Ram Niwas claimed 10 Maoists were killed in the encounter, but their bodies were taken away by the Maoists.",2,306111102,Chhattisgarh,Dantewada,NA,Bhejji,NA,Konta,18.0402,81.3022,2011,2011-06-11T00:00:00Z,Security,Armed Assault,None,None,Yes,Maoist,No Target,NA,NA,10,0,0,0,10,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Three Maoists reportedly involved in the killing of SF personnel and many crimes were arrested from Jajpur and Keonjhar District.,2,1407041105,Odisha,Jajpur,NA,NA,NA,NA,NA,NA,2011,2011-07-04T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
Three Maoists reportedly involved in the killing of SF personnel and many crimes were arrested from Jajpur and Keonjhar District.,2,1407041106,Odisha,Kendujhar,NA,NA,NA,NA,NA,NA,2011,2011-07-04T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,2,0,2,0,0,0,0,0,0,0
Three armed cadres of the CPI-Maoist were killed in two separate gunfights with Security Force personnel in Bastar region. Two Maoists were killed in Narayanpur District in Benur's forested stretch while third one was killed in Bijapur District. The Maoist killed in Bijapur was later identified as Rattu Ram Korsa.,2,305041001,Chhattisgarh,Narayanpur,NA,NA,Benur,Narayanpur,19.663,81.4277,2010,2010-05-04T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Three armed cadres of the CPI-Maoist were killed in two separate gunfights with Security Force personnel in Bastar region. Two Maoists were killed in Narayanpur District in Benur's forested stretch while third one was killed in Bijapur District. The Maoist killed in Bijapur was later identified as Rattu Ram Korsa.,2,305041002,Chhattisgarh,Bijapur,NA,NA,NA,NA,NA,NA,2010,2010-05-04T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Three cadres of the CPI-Maoist are killed and two SF personnel sustain injuries as Police foil an attempt by the former to loot firearms from the Umaria Police station in Gaya District.,2,203050601,Bihar,Gaya,NA,NA,Umaria Police station,NA,NA,NA,2006,2006-03-05T00:00:00Z,Maoist,"Seizure of Money, Weapons, Property etc",None,None,No,Security,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Three cadres of the CPI-Maoist are killed and two SF personnel sustain injuries as Police foil an attempt by the former to loot firearms from the Umaria Police station in Gaya District.,2,203050602,Bihar,Gaya,NA,NA,Umaria Police station,NA,NA,NA,2006,2006-03-05T00:00:00Z,Security,Armed Assault,None,None,Yes,Maoist,No Target,NA,NA,3,0,0,0,3,0,2,0,0,2,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Three cadres of the CPI-Maoist were arrested from Lakxmanpur area of the West Midnapore District. Acting on a tip-off, the Security Forces raided the village and arrested Mangal Mahato, Gopal Mahato and Jagadish Mahato, Superintendent of Police Manoj Verma said.",2,2101021101,West Bengal,West Midnapore,Binpur - ii,NA,Lakxmanpur,Binpur,23.441166666666668,87.00858333333333,2011,2011-01-02T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,3,0,3,0,0,0,0,0,0,0
"Three cadres of the CPI-Maoist were arrested from Lakxmanpur area of the West Midnapore District. Acting on a tip-off, the Security Forces raided the village and arrested Mangal Mahato, Gopal Mahato and Jagadish Mahato, Superintendent of Police Manoj Verma said.",2,2101021102,West Bengal,West Midnapore,Salbani,Lakshmanpur,NA,Salboni,22.637555555555554,88.27588888888889,2012,2011-01-02T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,3,0,3,0,0,0,0,0,0,0
