property_damage,value_property_damage,incident_summary
0,NA,"SFs detected three landmines, suspected to have been planted by the Maoists, at Labhadhara area in West Midnapore District. A large number of Maoist posters were also found in the area, they said. The discovery of landmines came ahead of TMC MP Subhendu Adhikary's scheduled anti-Maoist rally in Jhargram on November 12, with Labhadhara lying enroute."
0,NA,"Ahead of CM Mamata Banerjee's visit to Purulia and Bankura Districts, Police arrested two suspected Maoists from the Ghatghora area in Purulia District."
0,NA,"A CPI-Maoist cadre, identified as Amol Mahato, was arrested from Mohanpur area of Jhargram sub-division of West Midnapore District, for extorting money from local school teachers and businessmen. A firearm and INR 43,000 were recovered from him."
0,NA,"The SFs arrested four persons, including Maoist leader, Somen Maity who is the 'area commander' of Lalgarh and Salboni, in a raid conducted at a village in the Salboni Police Station area of West Midnapore District. Of the three others apprehended during the raid, one person was arrested for providing shelter to the Maoists and the others are Maoist cadres. Five weapons that had been looted during the attack at Silda - an AK-47, a carbine and three INSAS rifles -- were among the weapons recovered during the operations. The Police have also recovered seven improvised firearms."
0,NA,"Two cadres of the CPI-Maoist were shot dead by the Security Forces at Bamni village in Ayodhya Hills in Purulia District. Inspector General of Police (Western Range) Zulfikar Hassan said: 'We have recovered two bodies of the Maoists cadres from the camp. A huge cache of arms and ammunition including improvised guns, detonators and gelatine sticks were recovered from the encounter site.'"
0,NA,"Police recovered a cache of firearms and ammunition and arrested four people in connection with stockpiling of weapons in a water purification factory at Mangalpur More in Balurghat. The seizure includes one 9 mm pistol, five improvised firearms and seven rounds of live cartridge. Though the Assistant Superintendent of Police ruled out the possibility of any terrorist group's involvement in the incident, other sources indicated the possible involvement of the Kamtapuri militant outfits, who have intensified their activity in the District after the October 30 serial bomb blasts in Assam. The outfits reportedly held meetings at Tapan and Kumarganj in the District recently."
0,NA,"Asit Mahato, one of the prime suspects in the Jnaneswari Express derailment that claimed 149 lives on May 28, 2010, was arrested from a village in the Salboni Police Station area in West Midnapore District."
0,NA,"During searches the joint forces seized about 120 kilograms of explosives stacked in two plastic drums and stored under the ground near a water body in the Madhupur forest near Jamboni, which provides easy access to Jharkhand."
0,NA,An armed Maoist squad raided a village in Balrampur in Purulia District and shot dead a 63-year-old retired school teacher Ajit Singh Sardar and his 22-year-old son Baku. Both the victims were supporters of TMC.
0,NA,"The paramilitary CRPF personnel have recovered a large amount of arms and ammunition and Maoist literature from an abandoned house and a pond in the Sonachura area of East Midnapur District. Most of the arms were recovered inside an abandoned house in Shitpara village. The Maoist literature - and a part of the ammunition - were also recovered from a pond in the village of Gholpara. Altogether, the CRPF recovered 24-kg of explosives, 72 electric detonators, 407 live cartridges of single-barrel guns, 42 spent cartridges of 12-bore guns, a country-made gun, 11 rounds of 9mm cartridges, two pipegun cylinders, a circuit tester and two drilling machines. The Maoist literature included magazines like People's March and posters."
0,NA,Suspected cadres of the CPI-Maoist poured hooch on the head of a wine-seller and then slammed him with sticks at Lalgarh village in West Midnapore District.
0,NA,"Police recovered 18 empty containers of hand grenade, 18 springs, six grenade levers, chemicals and Maoist literature and receipt books from a trunk inside a hut in Rangapukur village in the Malda District."
1,1 Panchayat office,"The Maoists blew up the Bhulabheda village Panchayat office in the West Midnapore District. Some posters recovered from the incident site stated that the attack was carried out by the CPI-Maoist cadres to avenge their forcible retreat from Nandigram. However, Police and local CPM leaders claimed that the Jharkhand Party leaders had a hand in the blast. Sources added that the cadres broke open two locks in the grill and entered the Panchayat office and used a battery-operated detonator to explode"
0,NA,"Rumpa Mahato alias Sujata alias Ashtami (21), a self-styled CPI-Maoist 'deputy area commander' in the Nayagram area of West Midnapore District, surrendered before the Police at the Bankura District Police lines."
0,NA,"A CPI-Maoist leader, identified as Idrish Sheikh, was arrested during a raid in Dudhsagar village in Murshidabad District. Acting on a tip-off, the Police conducted a raid in the village and arrested Idrish."
0,NA,"One SLR rifle and explosive powder used in making land-mines were recovered from Purnapani area between Lalgarh and Salboni, Police said."
1,"1 Panchayat Office, furniture, documents","Suspected Maoists raided a village Panchayat office and assaulted a security guard at Baita village in the Lalgarh area in the West Midnapore District. They also destroyed furniture and documents in the office. The Maoists exploded two bombs and chanted Maoist slogans before escaping. ""We found a lot of Maoist pamphlets from the spot,"" said Deputy Superintendent of Police K.P. Barui."
0,NA,"Two persons were found shot dead near a forest area in the West Midnapore District and Police said they suspected that cadres of the CPI-Maoist had killed them. ""We’ve got reports that two bodies were found near Mohanpur area in Lodhashuli forest region this [November 18] morning. We’ve already sent our teams to the spot,"" West Midnapore Superintendent of Police M. K. Verma told IANS. ""We assume that both of them were killed by suspected Maoist guerrillas,"" he said, adding, ""The identity of the two is not yet known."""
0,NA,"Two Maoists, Sanjay Das and Parasuram Das, were arrested from Sonachura and Gangra villages in East Midnapore District."
1,Railway Track,"A railway track was blown between the Bhimgarh and Pachra railway stations near Birbhum District. However, no causalities were reported. ""The blast occurred just minutes before the Mayurakshi Fast Passenger was to pass through the area,"" Eastern Railway spokesperson Samir Goswami said. ""We have recovered Maoist posters from the track and some leaflets protesting the violence in Nandigram and asking people to participate in the 48-hour strike called by them in Bengal, Bihar and Orissa on Monday,"" Goswami added."
1,Dhanghori gram panchayat office,"20 cadres of the CPI-Maoist set ablaze Dhanghori gram panchayat office at Sankrail in West Midnapore District. The Maoists hurled bombs and subsequently broke into the building and ransacked the office - damaged furniture and computers, burnt files."
1,CPI-M office,Suspected Maoists blew up a CPI-M office at Bhimpur with a landmine.
0,NA,"Maoists abducted Debendranath Singh, a primary school teacher of Kajla primary School in Jhargram sub-division in West Midnapore District."
0,NA,"Security personnel detected four landmines from Indraboni forest area near Jhargram during routine patrolling. The landmines were later safely defused, SP Praveen Tripathi said."
0,NA,"SFs recovered a huge cache of weapons during anti-CPI-Maoist operations in West Midnapore District over the past week. The haul included nine guns that were taken away by the Maoists in an attack on a camp of EFR at Silda, Police Officers said."
0,NA,"Police arrested Maoist-backed PCPA member Nirmal Mahato (35), from his home in Nalbora village in Jhargram area for playing a key role in holding up Bhubaneswar Rajdhani in 2009."
0,NA,"Maoists abducted Ganesh Ahir, a resident of Rashidpur village under Lalgarh Police Station from his home and later shot him and beheaded him. His beheaded was found by villagers near Binpur on State Highway 9 in the morning. Ahir was working with local CPI-M camps which had been set up to fight the Maoists."
0,NA,Maoist leader Kinkar Pal was arrested from Huangana forest near Hijli village in Barikul region of Bankura District by Security Forces. A single-barrel gun and 10 rounds of ammunition were recovered from him.
0,NA,"A suspected Maoist linkman, identified as Sudhir Hemram was arrested from Purulia town in Purulia District."
0,NA,One paramilitary force personnel was wounded when the CPI-Maoist cadres exploded a landmine at Hatidoba in the West Midnapore District.
0,NA,"Two supporters of the ruling CPI-M, identified as Rahim Patar (42) and Pashupati Singh (35) were killed by suspected cadres of the CPI-Maoist, at Ovkharikasuli village under Salboni Police Station in West Midnapore District. Rahim Patar was a CPI-M zonal committee member while Pashupati Singh was pradhan of Garmal gram panchayat. Both were returning from a political rally in Kalsibhanga area and were going to their Bhadutala party office at Salboni block when the Maoists surrounded and abducted them and later their bullet-ridden bodies were found at a distance from the spot a few hours later."
0,NA,"Suspected cadres of the CPI-Maoist shot dead two supporters of the ruling CPI-M, identified as Sushil Mahato and Paresh Rana, in Murakati village in Jhargram sub-division of West Midnapore District."
0,NA,"The Police arrested two persons, Kajal Mahato from Rangametia village of Nayagram and Kalipada Mahato from Birihand village of Jhargram, for their alleged links with the CPI-Maoist."
0,NA,"A West Bengal District court sent two cadres of the CPI-Maoist suspected of targeting Chief Minister Buddhadeb Bhattacharjee to 10-day Police custody. According to the verdict of Berhampur Chief Judicial Magistrate court, Tajuddin alias Chandan and Achintya Das are members of a Maoist action squad in the state. The duo was arrested on November 22 with firearms from the State's ruling Left Front constituent Revolutionary Socialist Party leader Harman Sheikh's house in Kodalkati village of Murshidabad District. They were carrying 25 handbills that declared Bhattacharjee and leaders of Communist Party of India-Marxist as their targets."
1,eight vehicles and workers' huts,"CPI-Maoist cadres set ablaze eight vehicles, opened fire on the para-military India Reserve Battalion camp and on the huts of workers engaged in a road-building project at Belapari in the West Midnapore District, across the border with Jharkhand."
0,NA,"Cadres of the CPI-Maoist killed a supporter of the ruling CPI-M in the Lalgarh region of West Midnapore District. A group of insurgents stormed into the house of Tapan Mahato, a resident of Shirshi near Jhargram, and dragged him out. His bullet-riddled body was found on the National Highway 9, some distance away from his house. The Superintendent of Police (SP), Manoj Kumar Verma, on November 23 said that CPI-Maoist leaflets found strewn around the body claimed that Mahato was ""given ‘capital punishment’ as he was involved in espionage for the Police."""
0,NA,Suspected CPI-Maoist cadres shot dead two leaders of the CPI-M and critically injured another person in the Lalgarh area of West Medinapore District in two separate incidents.
0,NA,"The CPI-Maoist Politburo member Mallojula Koteshwar Rao alias Kishanji, the man who controlled Maoist operations in eastern India, was cornered and killed in a massive security operation after a two-hour gun battle in Kushaboni forest in Jhargram on the West Bengal-Jharkhand border in West Midnapore District"
0,NA,"A CPI-Maoist leader, identified as Babulal Tudu of Koima village, was arrested from his hideout in Baro Garia forest of Simlipal Police Station in Bankura District. Firearms and ammunition were recovered from him, Kumar added."
0,NA,"Suspected CPI-Maoist cadres shot at a school teacher and a member of the non-teaching staff of a school at Baghmundi in the Purulia District, killing the teacher on the spot and critically injuring the other person. The victims, Subimal Mahato and Shankar Laya, were returning home from Ranga High School on a motorcycle when they were accosted by a group of insurgents who fired at them. Additional Superintendent of Police, C. Sudhakar, said in Purulia, ""The case is under investigation. Though we are probing every other possibility, involvement of the Maoists is not ruled out."" The area is located near the Ayodhya Hill, believed to be a strong Maoist base."
0,NA,"Suspected Maoists shot at former zilla parishad (District council) member and Jharkhand Jana Mukti Morcha leader Ashutosh Mahato near Machhkandna in the Belpahari area of West Medinapore District in the morning. Mahato was travelling to Belpahari on a bicycle when four insurgents suddenly emerged from a forest and shot at him. Superintendent of Police Manoj Verma said, ""According to primary investigation, Mahato was shot at by Maoists."""
0,NA,"A Naxalite, belonging to Bikash Squad of Lalgarh, a splinter group of CPI-Maoist, was arrested by the Police from his residence at Dangrasole village in Taldangra region in Bankura District."
0,NA,"Suspected CPI-Maoist cadres killed two Policemen by triggering a landmine blast near Lalgarh in the West Midnapore District. The insurgents triggered a landmine blast when some members of joint Security Forces (SFs) were walking from Pirakata Police camp to a forest near Burisole for an operation, Police said. The Maoists also fired at the patrolling party just after the explosion, following which the SFs forces retaliated. ""Two security men, Alok Mondal and Srimanta Banerjee, of the Indian Reserve Battalion (IRB) were fatally injured in the landmine explosion. The duo was rushed to Midnapore Medical College and Hospital where they were declared brought dead,"" West Midnapore Superintendent of Police Manoj Kumar Verma said. The condition of three others was serious, he said. Local Police put the number of injured to eight.
Suspected Maoists shot dead a local CPI-M leader in the same District, Police said. According to in the sources, the incident took place in Jhargram Sub-Division’s Jitushol area in the night when a group of insurgents killed Karuna Mahato. ""Mahato was a CPI-M gram panchayat (village council) member in Shalboni region. The Maoist ultras called Mahato from his residence late Friday night and took him to a nearby forest. He was found dead this (Saturday) morning on National Highway-9 near Kalaboni forest region,"" a District Police officer said. Police also recovered a few Maoist posters from the spot which claimed Mahato was a Police informer."
0,NA,A businessman was shot dead by the Maoists in the Lalgarh area.
0,NA,"A landmine, possibly planted by the CPI-Maoist cadres, was recovered from a market in Goaltore in West Midnapore District."
0,NA,"The bullet-ridden dead body of a person, suspected to have been killed by the CPI-Maoist, was found in the Lalgarh area of West Midnapore District taking the death toll in the region over the past three days to six even as incidents of exchange of fire between Maoists and Security Forces took place at several places in the morning hours. Villagers found the body of Dhanpati Murmu, District Secretary of the Jharkhand Party, on the outskirts of Khasjungle village early in the morning, Manoj Verma, District Superintendent of Police said."
1,a house,"Maoists set ablaze the house of one Harish Mahato, a local leader of ruling CPI-M in Jhargram in the same District. However, no one was injured in the incident as everyone was asked to leave before Maoists set ablaze the house."
0,NA,The CRPF personnel recovered a landmine and a computer belonging to CPI-Maoist cadres in Jhargram area in West Midnapore District.
1,government office burnt and ransacked,"West Midnapore Police superintendent R. K. Singh said that a large number of people, mostly supporters of the People's Committee against Police Atrocities, ransacked the office of the ruling Communist Party of India-Marxist at Belatikri in Lalgarh and then set it ablaze. However, no one was injured in the incident"
0,NA,"The beheaded body of a school teacher, abducted by a cadre of the CPI-Maoist, was found near Goaltore in West Midnapore District. The teacher, Satya Kinkar Hansda, of Sirisboni village, who had been warned by the Maoists for being a member of Gana Pratirodh Committee (a group formed by the ruling CPI-M to resist the Maoists), was abducted by an armed cadre the night before and his decapitated body was found in a nearby jungle in the next morning, they said.One BSF trooper, Chandrip Singh, was injured in an exchange of fire with Maoists in a jungle near Pirakulli at Salboni in the District."
0,NA,"Four suspected cadres of CPI-Maoist shot dead a ruling CPI-M supporter, identified as Bikas Mondal (22) at Kumardi village in Purulia District."
1,government highway damaged,"The Midnapore West District Police released four activists of the People's Committee against Police Atrocities, arrested earlier for digging up the State Highway 9 at Kalaboni in Jhargram in exchange for two top West Midnapore District officials who were taken hostage by the Committee after its activists were arrested. The day before, a Police party assaulted the activists of the Committee who were digging up the highway and were dumping tree trunks in the area."
0,NA,"Six companies of the BSF were withdrawn from the Maoist violence-affected areas in southwest West Bengal for deployment in the remaining three phases of the Assembly elections in Jharkhand, even as Security Forces (SFs) and the Maoists engaged in a seven-hour-long gun battle in the forests near Dherua near Lalgarh in the State’s West Midnapore District. ""At about 10 in the morning a landmine was discovered near Dherua, after which they [Maoists] started firing at us and we had to return their fire,"" said Manoj Verma, the West Midnapore Superintendent of Police. There were no causalities, but the exchange of fire lasted until 5 p.m. (IST), Manoj Verma said."
0,NA,"A Maoist supporter, identified as Bimal Ghosh alias Shankar was arrested from Maidan area in Kolkata."
0,NA,Another Maoist cadre Kajol Mahato was arrested from Pathar Kumkumi village in Salboni area of the District.
0,NA,"A group of armed men, suspected to be cadres of CPI-Maoist, abducted three persons, identified as Neemai Singh, Phani Singh and Bagrai Soren, from their homes in Simulpal village under Belpahari Police Station area of West Midnapore District and took them to the near by forest area and killed them. The bullet-ridden dead bodies of the victims were found on the outskirts of the village in the morning. Two of the victims - Neemai Singh and Phani Singh - were reportedly actively associated with the Gana Pratirodh Committee, a local resistance group that has been campaigning against the Maoists.

A Policeman was injured in a landmine explosion at Ramgarh in the same District. Police suspect that the blast was triggered by the Maoists."
0,NA,"Police arrested a top cadre of the CPI-Maoist, Anu alias Kalpana Maity, State Committee member and wife of Ashim Mondal alias Akash, also said to be one of the closest aides of Koteshwar Rao alias Kishan from Howrah railway station in Kolkata. Police have seized several documents, electronic gadgets, improvised rocket launchers and sophisticated foreign made communication devices including wireless sets, voice control operating systems and antennas from her possession."
0,NA,"Asit Shit, commandant of the Maoists Jamboni squad, was arrested from a bus stand in Jhargram sub-division in West Midnapore."
0,NA,"A supporter of the CPI-Maoist-backed PCPA was killed by suspected Maoist cadres in West Midnapore District. The victim identified as Ajit Bera, a resident of Bachurkhayar village near Nayagram, was dragged out of his home by armed cadres."
0,NA,"A former panchayat (local self-government body) member and activist of the ruling Communist Party of India-Marxist party, Gopal Singh, was shot dead by suspected cadres of the CPI-Maoist in the Shyamnagar forest area under Belpahari Police station of West Midnapore District. Police recovered a poster near the dead body saying he was killed because he was a Police informer."
1,orched the house of another District CPI-M leader at Shalboni region this (Monday) morning; The extremists set ablaze a pick-up van in the same District.,"Suspected CPI-Maoist cadres shot dead a CPI-Marxist activist in the West Midnapore District. The body of Sanatan Pratihar (44) was found near a forest in the Pingboni area. ""The rebels also torched the house of another District CPI-M leader at Shalboni region this (Monday) morning,"" Police said. The extremists set ablaze a pick-up van in the same District. Sources said the Naxals set ablaze the vehicle as it was plying during the five-day shutdown called by the People's Committee against Police Atrocities (PCPA). The PCPA had called for the shutdown in the Districts of West Midnapore, Bankura and Purulia, demanding a 15-day halt to the anti-Maoist operations in view of the harvesting season."
0,NA,"The West Midnapore District Police arrested five Maoists, identified as Dilip Mahato, Lakshmikanta Hemram, Babulal Tudu alias Babulal Kisku alias Jhapu, Baidyanath Murmu and Raju Hembram alias Rajib from Lakhanpur forest in Salboni. Two rifles, two double barrel guns and some other weapons were recovered from them, Police said."
0,NA,"A Maoist, identified as Uttam Mandi, was arrested from Kako village near the Dharampur forest areas in Binpur in West Midnapore District."
0,NA,"In a raid, a Maoist, Ashok Singh, was arrested from his hideout in Goghat area of Hooghly District."
0,NA,"The Maoists shot dead a supporter of the CPI-Marxist and injured another person in the Belpahari Police Station area near Lalgarh. A group of Maoists shot at Subal Mahato and Suresh Murmu at Chirakuti village and the former died on the spot, Superintendent of Police Manoj Verma told The Hindu over the phone. Mahato was involved in the Government’s local water supply scheme, District Magistrate N. S. Nigam said."
0,NA,"The CPI-Maoist cadres killed a local leader of the ruling CPI-M, identified as Shasthi Bawri, inside the party office at Khairasol in Birbhum District."
0,NA,"A woman CPI-Maoist cadre, identified as Manasi Baske alias Sita, was arrested from Jhasuli village under Salboni Police Station in West Midnapore District."
0,NA,"The CRPF seized a few rounds of bullet, musket and other arms and ammunition in West Midnapore District. CRPF jawans of the 184th Battalion led by DC of CRPF 184th Battalion, Prabir Kumar Ghosh, identified a mysterious sack of goods which was tied at its neck in a forest of Poradiha Village during two search operations"
0,NA,"Suspected CPI-Maoist cadres shot dead three CPI-Marxist workers at Sebaytan village in the West Midnapore District in the morning of December 10. The three deceased identified as, Bijay Mahto, Manik Mahto and Brihaspati Mahto, were called out from their homes in the village under Jhargram Police Station at about 1.30am (IST) and gunned down, Police said. The bodies were found this morning in front of a college with a note that the three were given the ""extreme punishment by people's verdict"" as they were 'Police informers', they said."
1,Maoists blew up an office of the forest department,"The Maoists blew up an office of the forest department at Jhitka in Lalgarh area using a landmine. Police exchanged gunfire with a group of cadres of the CPI-Maoist in Satpati village in West Midnapore District in the night of December 10. While Police said no one was injured, a union minister of the Trinamool Congress, Mukul Roy, claimed one person was killed and six others injured in the gunbattle. An officer manning the control room told IANS that around 40-50 Maoists attacked the Pirakata outpost under Salboni Police Station around 8 p.m. ""The Police returned the fire. But there are no reports of any injury,"" the officer said."
0,NA,"A supporter of the CPI-Maoist-backed PCPA was shot dead and five other PCPA supporters suffered bullet injuries in a clash with SFs in front of the Satpati camp in the Lalgarh area of West Midnapore District. Though the name of the victim, Tilak Tudu, was confirmed by the Superintendent of Police (SP) Manoj Kumar Verma, the identities as well as the exact number of the injured could not be established till later in the day. According to the PCPA spokesperson Asit Mahato, the SF personnel opened fire on villagers in the evening of December 10 when the latter protested against alleged high-handedness of the SFs. ""Several CPI (M) cadres, dressed as security force personnel, have taken shelter at the Satpati camp. They were misbehaving with the local residents when the villagers protested…one of our supporters, Biplab Betal, was killed on the spot as the forces started firing at the local crowd and five more were injured,"" Mahato told The Hindu over phone from the Lalgarh region. The SP Verma, however, denied that the Police had opened fire at first and claimed that the SFs retaliated only when suspected Maoists in the crowd fired at the camp. Further, the PCPA leadership called for a gherao of the Satpati camp in protest against incident of its supporters being fired at. Elaborate security arrangements were made around the Satpati camp to avoid any more untoward incident."
1,PCPA supporters put up blockades on the road connecting Lalgarh with Midnapore town with felled tress at several places. There were also reports of torching of houses of Communist Party of India-Marxist (CPI-Marxist) supporters at some places late by suspected Maoists,"The PCPA supporters put up blockades on the road connecting Lalgarh with Midnapore town with felled tress at several places. There were also reports of torching of houses of Communist Party of India-Marxist (CPI-Marxist) supporters at some places late by suspected Maoists. Meanwhile, the PCPA called for a bandh (shut down) in the three Maoist-affected Districts of West Midnapore, Bankura and Purulia on December 12 (today)."
0,NA,"Some suspected cadres of the CPI-Maoist killed two supporters of the ruling CPI-M, identified as Mahesh Soren (70) and his brother Narayan (62) in the Jangalmahal region near Lalgarh in West Midnapore District."
0,NA,A local leader of the CPI-Marxist was killed and several other party supporters were reportedly injured at Parulia village in Salboni sub-division following a gun battle between suspected Maoists and members of the Gana Pratirodh Committee that was set up last year to resist Maoist activities.
0,NA,"There was a brief spell of gunfight between the SFs and the Maoists in the forest adjacent to the Pirakata outpost, 16 kilometres from Lalgarh."
0,NA,"Police arrested two CPI-Maoist cadres from West Bengal for allegedly attacking Jharkhand Mukti Morcha (JMM) Orissa unit chief Sudam Marandi, authorities said. ""We have arrested two Maoists involved in the attack on Sudam Marandi on October 13. They have been arrested from Gopiballav Police Station areas of West Bengal. Prime suspect Lossor Tudu along with his accomplice Jasai Soren have been arrested,"" Mayurbhanj’s Superintendent of Police Dayal Gangwar said. A weapon and few live bullets were recovered from them."
0,NA,"Suspected CPI-Maoist cadres abducted one Trilok Tudu, a student of the Gorbeta College and member of the Students Federation of India, while he was returning to his village on December 11. His dead was found at Paraulia in the Lalgarh region of West Midnapore District in the night of December 12, Superintendent of Police Manoj Verma said."
0,NA,"Four Maoists were arrested by the Paramilitary CRPF and West Bengal Police from Maoist infested Jhargram area in West Midnapore District. They are yet to be identified. A huge cache of arms and explosives including two SVBL guns, one Bulgarian 8 mm pistol, a country made pistol and a large number of explosives were seized during the operation"
0,NA,In an operation conducted in Ramchandrapur town by Central Paramilitary troops and State Police personnel two suspected Maoists were arrested with a large cache of arms and ammunition in Jhargram area.
0,NA,"A Trinamool Congress member, Amjad Ali (50), was killed by CPI-Maoist cadres at Bhagawanpur in the Bhangar area of South 24 Parganas District,. Five-six persons attacked Amjad Ali with sharp weapons when he was returning home from his party office in the evening. Ali died on way to the hospital. Criticising the CPI-Maoist for ""unleashing politics of killing and violence"", Union minister of State for shipping Mukul Roy appealed to his party workers ""not to be provoked by CPI-Maoist's tactics""."
0,NA,"Suspected Maoists killed a former CPI-Marxist in the same District. The dead body of Dinabandhu Soren, who was missing from his home in Dharampur since December 12, was found by the joint forces in the forests of Kadamdiha in Lalgarh on December 13, a senior District Police Officer said, adding, Dinabandhu was killed on suspicion of being a Police informer."
0,NA,"The Police arrested a suspected CPI-Maoist cadre, identified as Kalpana Doloi from Satui village in Behrampore in Murshidabad District."
0,NA,"A retired doctor of a public sector undertaking, identified as Dr. Samir Biswas (65), was arrested by the Asansol Durgapur Police Commissionerate in the West Bengal's Bardhaman District from the residence of a relative in Asansol on charges of sedition. Biswas had reportedly treated Mallojula Koteswara Rao alias Kishenji, member of the Polit Bureau of the CPI-Maoist who was killed in an encounter with security forces in November 2010. He was absconding for the last three years after a case of sedition was lodged against him in April 2010."
1,Cadres of the PCPA set ablaze two goods-loaded trucks on fire on National Highway 6,"Two personnel of the joint SFs were injured when the Maoists exploded two landmines -- one at Pirakata and the other at Maldiha in Lalgarh. Cadres of the PCPA set ablaze two goods-loaded trucks on fire on National Highway 6, for violating the bandh (shut down) called by them in three Districts of West Midnapore, Purulia and Bankura. The truck was heading towards Kharagpur. Another truck was burnt on State highway 9 near Salboni by the PCAPA supporters. The truck was heading towards Jhargram from Lodhashuli. Asit Mahato, convener of PCPA, said""The trucks were set on fire as they did not comply with the will of the people by going against the bandh call."" The bandh had been called to protest against the Police firing on PCPA supporters at Satpati near Lalgarh on Thursday [December 10] night, in which one PCPA activist was killed."
0,NA,"A suspected CPI-Maoist, Chunaram Murmu, was arrested by the Police following a brief gun battle between the Security Forces and the extremists at Parulia village in the Salboni sub-division of West Midnapore District."
0,NA,"Three CPI-Maoist cadres, identified as Jagannath Tudu, Shibil Soren and Lakshikant Mahto, were arrested from Kaliam village in Binpur area in West Midnapore District."
1,several vehicles and properties were ransacked and set ablaze by suspected CPI-Maoist cadres,"Three CPI-Marxist activists were killed in two separate incidents while several vehicles and properties were ransacked and set ablaze by suspected CPI-Maoist cadres in the Lalgarh area of West Midnapore District since. The bullet-riddled dead bodies of Anil Chalak and Dayal Chalak, both residents of Chandra village near Lalgarh, were found at Bandhgora near Jhargram town on December 18. Another resident of the same village, Ganesh Hansda, was also found in a critical condition with wounds inflicted by sharp weapons. All the three persons were abducted from their homes in the evening of December 17. While all three of them were members of the CPI-Marxist, Anil Chalak was also a former panchayat (village level local self Government institution) President and Hansda was a current panchayat member. The dead body of another CPI-Marxist supporter, Amar Patra, was found at Baita village near Lalgarh on December 18. He, too, was abducted and shot dead. Superintendent of Police Manoj Kumar Verma said that the Maoists’ role was primarily suspected in the killing. The violence coincided with the first day of the indefinite blockade called by the People’s Committee against Police Atrocities (PCPA). The PCPA also called for a two-day-bandh (shut down) on December 28 and 29 in protest against the assault on tribal women by the Security Force personnel."
0,NA,"The cadres of the CPI-Maoist killed seven AIFB party workers, identified as Chapala Garai, Tapan Singh Sardar, Kinkar Singh, Rajesh Singh, Gopeswar Mahato, Gobardhan Singh and Arjun Singh Mura at Baghbinda village of Jhalda in Purulia District. A group of 10 to 12 Maoists first raided the house of Chandicharan Singh Sardar, president of the Gitalaya village panchayat samiti. Upon not finding him there, the Maoists abducted his brother and local Forward Bloc leader Tapan Singh Sardar and killed him near the house. Chapala Garai was the sarpanch of Darda gram panchayat. Kinkar Singh was the Bloc secretary of the AIFB while Gobardhan Singh was a Bloc member for 15 years. The victims were picked up from their homes at about 2 AM [IST] and shot at from close range in a field in the hilly village bordering Jharkhand, Superintendent of Police Sunil Kumar Chaudhuri said. Maoists left posters at the spot claiming that the seven villagers had been spying for the Security personnel."
0,NA,A joint operation of the CRPF and the State Police seized a huge cache of arms and ammunition after an anti- CPI-Maoist operation in Birihari village in Jhargram sub-division of West Midnapore District.
0,NA,"A Maoist leader and a woman cadre were arrested by the State Police officials from Laxmanpur area under Salboni Police Station in West Midnapore. One directional mine loaded with explosive substance, Maoist leaflet and two books of Bengali print has been recovered from their possessions."
1,Two trucks and a forest beat office were set ablaze by suspected Maoists,Two trucks and a forest beat office were set ablaze by suspected Maoists in the West Midnapore District. Police said the two trucks were set ablaze on the National Highway 6 near Gajasul and a forest beat office at Sankhahar under Jhargram Police Station.
1,"The Maoists launched a brutal assault on a zoo in Jhargram town in the night of December 19, firing indiscriminately into deer and black buck enclosures, setting fire to animal cages, burning hundreds of birds and beating the beat officer and forest guards, according to Times of India.","The Maoists launched a brutal assault on a zoo in Jhargram town in the night of December 19, firing indiscriminately into deer and black buck enclosures, setting fire to animal cages, burning hundreds of birds and beating the beat officer and forest guards, according to Times of India. The actual toll is still being assessed, but two black bucks are confirmed dead and hundreds of birds burnt to ashes. Forest department officials are now scrambling to save an elephant herd that is headed in the direction. The attack on the zoo, just two kilometres from Jhargram, could be a strategic move because it connects the town with Jharkhand via Banstala and Manikpara. Once Maoists have access to it, they can easily reach Jharkhand."
0,NA,"Suspected cadres of the CPI-Maoist shot dead a primary school teacher, identified as Kalicharan Mahato, also a local ruling CPI-M leader in Chhotokhakri village near Nayagram in West Midnapore District. According to Jhargram SP Pravin Tripathi, a group of 20 armed Maoists raided the house of Kalicharan, pulled him out from his house and killed him and left posters branding him a Police informer."
1,a bulldozer,"Maoists killed a railway worker, identified as Srikant Saren and set ablaze a bulldozer near Nunnungeria village in Jhargram area of the District. Srikant had brought a bulldozer in the village to dig a pond."
0,NA,"Former civic Police constable, Dilip Pramanik, an active member of Jungalmahal Unnayan Birodhi Protirodh Committee (Committee against Anti-Jungalmahal Development Forces) that is backed by the TMC, was injured when CPI-Maoist cadres tried to abduct him from Tilai village under Balampur Police Station area in Purulia District."
0,NA,"Two CPI-Marxist activists were killed by the CPI-Maoist cadres in the West Midnapore District, Police said. The dead bodies of two CP-Marxist workers Jyotidranath Mahato and Manik Midha, who along with four others were abducted by Maoists late in the night of December 19 from Balodhoba village, were found dead on December 20 at Lauria village near Manikpara, they said. The whereabouts of the other two persons abducted by the Maoists from Balodhaba village was not known, they added."
0,NA,"Two suspected Maoists were shot dead by the Security Forces near Jhargram during a gun battle that injured at least seven villagers caught in the crossfire. The Police identified the slain duo as Santu Mahato, 26, and Kajol Mahato, 22. The People’s Committee against Police Atrocities, meanwhile, said they were its leaders, ""killed when the Police fired indiscriminately at villagers"". Santu’s body has been retrieved but Kajol’s was lying deeper in the Boira forest."
